B19013_001E,state,zipcode,state_code
41713,Illinois,61455,17
56488,Illinois,61458,17
52723,Illinois,61484,17
47083,Illinois,61485,17
62663,Illinois,61491,17
48163,Illinois,61520,17
54671,Illinois,61014,17
-666666666,Illinois,62809,17
-666666666,Illinois,62829,17
52794,Illinois,62844,17
37321,Illinois,62846,17
53606,Illinois,62862,17
51513,Illinois,62870,17
58403,Illinois,62872,17
49375,Illinois,62886,17
59500,Illinois,62919,17
64722,Illinois,62922,17
35313,Illinois,62927,17
47656,Illinois,62449,17
62813,Illinois,62380,17
54160,Illinois,62420,17
73542,Illinois,62421,17
48068,Illinois,62451,17
44792,Illinois,62452,17
70139,Illinois,62479,17
80750,Illinois,62519,17
56012,Illinois,62533,17
57857,Illinois,62534,17
65167,Illinois,62551,17
96250,Illinois,62625,17
56350,Illinois,62635,17
50313,Illinois,62807,17
55357,Illinois,62810,17
41250,Illinois,62831,17
47876,Illinois,62832,17
30938,Illinois,62835,17
65139,Illinois,62836,17
51563,Illinois,62842,17
51591,Illinois,62858,17
51638,Illinois,62869,17
38542,Illinois,62876,17
52059,Illinois,62877,17
62500,Illinois,62892,17
64896,Illinois,62893,17
51125,Illinois,62895,17
48542,Illinois,62912,17
-666666666,Illinois,62921,17
50735,Illinois,62923,17
26354,Illinois,62940,17
43407,Illinois,62946,17
-666666666,Illinois,62950,17
43677,Illinois,62966,17
50333,Illinois,62969,17
65885,Illinois,62642,17
61625,Illinois,62661,17
73250,Illinois,62666,17
61029,Illinois,62668,17
77708,Illinois,62671,17
45313,Illinois,62672,17
86313,Illinois,62693,17
22772,Illinois,62701,17
41635,Illinois,62093,17
60000,Illinois,61051,17
52532,Illinois,61071,17
40226,Illinois,61102,17
27586,Illinois,61104,17
53829,Illinois,61108,17
52539,Illinois,61109,17
58184,Illinois,61111,17
63664,Illinois,61115,17
76500,Illinois,61243,17
57994,Illinois,61270,17
43586,Illinois,61032,17
-666666666,Illinois,61037,17
53214,Illinois,61050,17
62198,Illinois,61052,17
53456,Illinois,61060,17
61528,Illinois,61064,17
-666666666,Illinois,61077,17
48561,Illinois,61085,17
75987,Illinois,61240,17
68472,Illinois,61256,17
70893,Illinois,61274,17
57917,Illinois,61310,17
-666666666,Illinois,61311,17
56719,Illinois,61318,17
-666666666,Illinois,61323,17
66250,Illinois,61325,17
64625,Illinois,61327,17
36196,Illinois,62206,17
20273,Illinois,62207,17
61622,Illinois,62014,17
39038,Illinois,61449,17
59432,Illinois,61031,17
40625,Illinois,61041,17
56549,Illinois,61048,17
88346,Illinois,61072,17
40307,Illinois,61074,17
53553,Illinois,61078,17
65349,Illinois,61084,17
35869,Illinois,61101,17
62375,Illinois,61234,17
59904,Illinois,61235,17
51667,Illinois,61236,17
41389,Illinois,61929,17
77130,Illinois,61016,17
70000,Illinois,61062,17
21573,Illinois,61112,17
64286,Illinois,61560,17
54500,Illinois,61773,17
77542,Illinois,61856,17
53496,Illinois,61944,17
77794,Illinois,61877,17
59844,Illinois,61460,17
-666666666,Illinois,61479,17
77137,Illinois,61550,17
61154,Illinois,61728,17
93750,Illinois,61775,17
68681,Illinois,61263,17
56250,Illinois,61320,17
68929,Illinois,61417,17
52574,Illinois,61442,17
61199,Illinois,61607,17
61750,Illinois,61769,17
50938,Illinois,61377,17
73750,Illinois,61459,17
68750,Illinois,61754,17
67167,Illinois,61839,17
57788,Illinois,61914,17
56518,Illinois,61818,17
45521,Illinois,61852,17
94054,Illinois,61853,17
79567,Illinois,61880,17
52125,Illinois,61912,17
57188,Illinois,61917,17
44540,Illinois,61938,17
37750,Illinois,61940,17
54226,Illinois,61943,17
59531,Illinois,61733,17
-666666666,Illinois,61027,17
38750,Illinois,61043,17
50536,Illinois,61079,17
39625,Illinois,61258,17
61875,Illinois,61278,17
-666666666,Illinois,61433,17
40833,Illinois,61553,17
-666666666,Illinois,61562,17
41621,Illinois,61616,17
66875,Illinois,61333,17
46667,Illinois,61338,17
61717,Illinois,61342,17
75000,Illinois,61345,17
54910,Illinois,61350,17
53773,Illinois,61354,17
49271,Illinois,61368,17
71894,Illinois,62554,17
53214,Illinois,62572,17
45136,Illinois,62618,17
63750,Illinois,62621,17
44861,Illinois,62624,17
53457,Illinois,62656,17
71222,Illinois,62675,17
53445,Illinois,62681,17
50625,Illinois,62827,17
40891,Illinois,62018,17
54821,Illinois,62077,17
36838,Illinois,62949,17
60658,Illinois,62979,17
42875,Illinois,62999,17
54732,Illinois,62063,17
56010,Illinois,62234,17
56100,Illinois,62442,17
85484,Illinois,62467,17
77337,Illinois,62558,17
56027,Illinois,62694,17
47007,Illinois,62864,17
33125,Illinois,62967,17
54118,Illinois,62340,17
87308,Illinois,62423,17
70288,Illinois,62501,17
-666666666,Illinois,61625,17
109615,Illinois,61705,17
80139,Illinois,61751,17
48182,Illinois,61955,17
80078,Illinois,61467,17
98370,Illinois,61468,17
59079,Illinois,61482,17
78636,Illinois,61517,17
55152,Illinois,61531,17
50268,Illinois,61532,17
64567,Illinois,61536,17
28125,Illinois,61541,17
57694,Illinois,61542,17
53369,Illinois,61554,17
55833,Illinois,61570,17
61313,Illinois,61730,17
59278,Illinois,61734,17
58000,Illinois,61735,17
90938,Illinois,61736,17
152188,Illinois,61011,17
66250,Illinois,61012,17
72939,Illinois,61019,17
60134,Illinois,61021,17
86607,Illinois,61038,17
48456,Illinois,61042,17
52813,Illinois,61070,17
88158,Illinois,61073,17
66417,Illinois,61075,17
61823,Illinois,61250,17
47805,Illinois,61260,17
58802,Illinois,61264,17
82818,Illinois,61273,17
59444,Illinois,61276,17
65064,Illinois,61277,17
53056,Illinois,61282,17
78000,Illinois,61312,17
64286,Illinois,61319,17
88125,Illinois,61335,17
67708,Illinois,61341,17
49375,Illinois,61346,17
76848,Illinois,61360,17
57031,Illinois,61367,17
66625,Illinois,61370,17
55563,Illinois,61412,17
48088,Illinois,61422,17
60455,Illinois,61423,17
54107,Illinois,61425,17
57679,Illinois,61439,17
58041,Illinois,61448,17
47974,Illinois,61462,17
50556,Illinois,61469,17
29286,Illinois,61470,17
72778,Illinois,61472,17
53333,Illinois,61474,17
79545,Illinois,61475,17
50739,Illinois,61489,17
49063,Illinois,61519,17
-666666666,Illinois,61526,17
65333,Illinois,61533,17
90279,Massachusetts,02360,25
100136,Massachusetts,02375,25
45655,Massachusetts,02047,25
-666666666,Massachusetts,02203,25
-666666666,Massachusetts,02357,25
-666666666,Massachusetts,02457,25
-666666666,Massachusetts,02553,25
75294,Massachusetts,02557,25
86422,Massachusetts,02561,25
103306,Massachusetts,02562,25
112647,Massachusetts,02564,25
-666666666,Massachusetts,02584,25
188021,Massachusetts,02637,25
62888,Massachusetts,02641,25
-666666666,Massachusetts,02643,25
-666666666,Massachusetts,02651,25
64464,Massachusetts,02663,25
68913,Massachusetts,02791,25
58546,Massachusetts,02780,25
128173,Massachusetts,02332,25
83631,Massachusetts,02346,25
-666666666,Massachusetts,02366,25
82902,Massachusetts,02368,25
132688,Massachusetts,02445,25
86787,Massachusetts,02453,25
241190,Massachusetts,02468,25
69327,Massachusetts,02538,25
115129,Massachusetts,02630,25
52719,Massachusetts,02639,25
65486,Massachusetts,02670,25
40318,Massachusetts,02723,25
87458,Massachusetts,02725,25
101477,Massachusetts,02019,25
160963,Massachusetts,02052,25
157987,Massachusetts,02061,25
130893,Massachusetts,02066,25
110809,Massachusetts,02071,25
110280,Massachusetts,02116,25
58105,Massachusetts,02124,25
103337,Massachusetts,02132,25
98374,Massachusetts,02143,25
56737,Massachusetts,02150,25
96486,Massachusetts,02155,25
72537,Massachusetts,02169,25
76157,Massachusetts,02189,25
78517,Massachusetts,02191,25
83464,Massachusetts,02199,25
142435,Massachusetts,02043,25
120613,Massachusetts,02048,25
102249,Massachusetts,02050,25
90133,Massachusetts,02062,25
83519,Massachusetts,02072,25
142869,Massachusetts,02110,25
100483,Massachusetts,02113,25
60313,Massachusetts,02122,25
57649,Massachusetts,02125,25
60579,Massachusetts,02128,25
105061,Massachusetts,02139,25
103738,Massachusetts,02140,25
65975,Massachusetts,02148,25
74069,Massachusetts,02152,25
95563,Massachusetts,02190,25
70191,Massachusetts,02302,25
128354,Massachusetts,01730,25
76538,Massachusetts,01835,25
81788,Massachusetts,01904,25
97778,Massachusetts,01908,25
123333,Massachusetts,01945,25
109839,Massachusetts,01950,25
81626,Massachusetts,01952,25
128056,Massachusetts,01984,25
72470,Massachusetts,01518,25
109529,Massachusetts,01520,25
108036,Massachusetts,01522,25
85781,Massachusetts,01527,25
109329,Massachusetts,01536,25
77184,Massachusetts,01540,25
107928,Massachusetts,01543,25
105014,Massachusetts,01545,25
107740,Massachusetts,01569,25
55665,Massachusetts,01604,25
80943,Massachusetts,01752,25
90969,Massachusetts,01801,25
90000,Massachusetts,01826,25
112761,Massachusetts,01907,25
125204,Massachusetts,01949,25
95345,Massachusetts,01951,25
24045,Massachusetts,01840,25
43411,Massachusetts,01841,25
60596,Massachusetts,01851,25
132948,Massachusetts,01867,25
93212,Massachusetts,01938,25
127813,Massachusetts,01982,25
141265,Massachusetts,01720,25
152240,Massachusetts,01742,25
108294,Massachusetts,01747,25
125945,Massachusetts,01756,25
103125,Massachusetts,01834,25
75179,Massachusetts,01062,25
88571,Massachusetts,01068,25
75592,Massachusetts,01071,25
80625,Massachusetts,01072,25
104577,Massachusetts,01073,25
69346,Massachusetts,01075,25
82574,Massachusetts,01096,25
75250,Massachusetts,01223,25
71250,Massachusetts,01264,25
85341,Massachusetts,01342,25
68393,Massachusetts,01240,25
-666666666,Massachusetts,01242,25
58125,Massachusetts,01256,25
83939,Massachusetts,01267,25
62727,Massachusetts,01344,25
65536,Massachusetts,01349,25
65875,Massachusetts,01355,25
75875,Massachusetts,01360,25
57207,Massachusetts,01420,25
97958,Massachusetts,01431,25
162619,Massachusetts,01451,25
-666666666,Massachusetts,01467,25
100972,Massachusetts,01473,25
70338,Massachusetts,01506,25
102214,Massachusetts,02476,25
207702,Massachusetts,02493,25
95351,Massachusetts,02575,25
80473,Massachusetts,02576,25
83750,Massachusetts,02655,25
59063,Massachusetts,02657,25
63980,Massachusetts,02673,25
74654,Massachusetts,02675,25
95927,Massachusetts,02702,25
116585,Massachusetts,02769,25
95675,Massachusetts,02324,25
122607,Massachusetts,02038,25
88476,Massachusetts,02045,25
106164,Massachusetts,02054,25
141596,Massachusetts,02067,25
146958,Massachusetts,02108,25
38300,Massachusetts,02120,25
78416,Massachusetts,02135,25
52373,Massachusetts,02301,25
70959,Massachusetts,02330,25
78011,Massachusetts,02370,25
178358,Massachusetts,02421,25
164583,Massachusetts,02461,25
132399,Massachusetts,02467,25
43144,Massachusetts,02115,25
250001,Massachusetts,02030,25
117535,Massachusetts,02081,25
163173,Massachusetts,02109,25
65528,Massachusetts,02149,25
62605,Massachusetts,02151,25
83734,Massachusetts,02170,25
93184,Massachusetts,02718,25
67394,Massachusetts,02719,25
39942,Massachusetts,02724,25
94360,Massachusetts,02739,25
42314,Massachusetts,02740,25
96066,Massachusetts,02762,25
101826,Massachusetts,02767,25
103182,Massachusetts,02779,25
100680,Massachusetts,02026,25
155474,Massachusetts,02032,25
132823,Massachusetts,02053,25
160329,Massachusetts,02090,25
126613,Massachusetts,02093,25
84142,Massachusetts,02141,25
113958,Massachusetts,02144,25
103905,Massachusetts,02359,25
67773,Massachusetts,02646,25
77344,Massachusetts,02647,25
77019,Massachusetts,02649,25
44252,Massachusetts,02744,25
35018,Massachusetts,02746,25
87326,Massachusetts,02748,25
90558,Massachusetts,02760,25
111042,Massachusetts,02766,25
103459,Massachusetts,02770,25
96522,Massachusetts,02184,25
133718,Massachusetts,02186,25
86285,Massachusetts,02188,25
195494,Massachusetts,02420,25
157563,Massachusetts,02465,25
121037,Massachusetts,02466,25
101397,Massachusetts,02472,25
92824,Massachusetts,02534,25
50890,Massachusetts,01364,25
53750,Massachusetts,01379,25
49679,Massachusetts,01440,25
97591,Massachusetts,01505,25
81042,Massachusetts,01524,25
79129,Massachusetts,01529,25
90688,Massachusetts,01583,25
76250,Massachusetts,01588,25
45992,Massachusetts,01609,25
124130,Massachusetts,01721,25
107778,Massachusetts,01731,25
173024,Massachusetts,01740,25
195889,Massachusetts,01741,25
198681,Massachusetts,01770,25
140125,Massachusetts,01773,25
148235,Massachusetts,01775,25
106141,Massachusetts,01821,25
56680,Massachusetts,01843,25
100672,Massachusetts,01863,25
128651,Massachusetts,01864,25
102934,Massachusetts,01876,25
100693,Massachusetts,01880,25
88630,Massachusetts,01906,25
89250,Massachusetts,01923,25
106283,Massachusetts,01929,25
119602,Massachusetts,01940,25
87748,Massachusetts,01028,25
96979,Massachusetts,01033,25
80556,Massachusetts,01037,25
67302,Massachusetts,01005,25
67119,Massachusetts,01027,25
72045,Massachusetts,01038,25
90978,Massachusetts,01054,25
75938,Massachusetts,01084,25
108725,Massachusetts,01092,25
26135,Massachusetts,01103,25
26258,Massachusetts,01107,25
46985,Massachusetts,01119,25
64048,Massachusetts,01236,25
80417,Massachusetts,01245,25
91484,Massachusetts,01254,25
29659,Massachusetts,01262,25
60347,Massachusetts,01338,25
76250,Massachusetts,01368,25
61887,Massachusetts,01453,25
123413,Massachusetts,01460,25
103228,Massachusetts,01462,25
80267,Massachusetts,01475,25
109670,Massachusetts,01519,25
128613,Massachusetts,01532,25
102284,Massachusetts,01534,25
78750,Massachusetts,01535,25
63182,Massachusetts,01585,25
67750,Massachusetts,01050,25
43235,Massachusetts,01108,25
61659,Massachusetts,01128,25
63947,Massachusetts,01235,25
63949,Massachusetts,01001,25
58438,Massachusetts,01026,25
106955,Massachusetts,02176,25
85200,Massachusetts,02322,25
92774,Massachusetts,02338,25
125205,Massachusetts,02356,25
94167,Massachusetts,02367,25
97404,Massachusetts,02379,25
90755,Massachusetts,02452,25
96061,Massachusetts,02535,25
53031,Massachusetts,02542,25
54414,Massachusetts,02601,25
86356,Massachusetts,02632,25
112150,Massachusetts,02474,25
168361,Massachusetts,02482,25
78902,Massachusetts,02539,25
45326,Massachusetts,02558,25
78689,Massachusetts,02645,25
87060,Massachusetts,02648,25
70921,Massachusetts,02652,25
75096,Massachusetts,02667,25
76417,Massachusetts,02672,25
86637,Massachusetts,02777,25
73491,Massachusetts,02559,25
98978,Massachusetts,02446,25
126659,Massachusetts,02460,25
115556,Massachusetts,02462,25
51456,Massachusetts,02568,25
63805,Massachusetts,02571,25
71981,Massachusetts,02642,25
75417,Massachusetts,02671,25
40173,Massachusetts,02721,25
83346,Massachusetts,02726,25
82963,Massachusetts,02747,25
79725,Massachusetts,02764,25
90078,Massachusetts,02771,25
105919,Massachusetts,02021,25
151279,Massachusetts,02056,25
67805,Massachusetts,02118,25
32500,Massachusetts,02121,25
55024,Massachusetts,02126,25
109149,Massachusetts,02127,25
128403,Massachusetts,02129,25
53214,Massachusetts,02163,25
101549,Massachusetts,02180,25
145679,Massachusetts,02025,25
96563,Massachusetts,02114,25
31900,Massachusetts,02119,25
94733,Massachusetts,02130,25
91125,Massachusetts,01531,25
42904,Massachusetts,01603,25
39928,Massachusetts,01607,25
65154,Massachusetts,01702,25
115446,Massachusetts,01760,25
185906,Massachusetts,01778,25
65224,Massachusetts,01830,25
59037,Massachusetts,01852,25
113489,Massachusetts,01879,25
125922,Massachusetts,01887,25
184007,Massachusetts,01921,25
19427,Massachusetts,01105,25
52223,Massachusetts,01201,25
69328,Massachusetts,01230,25
73333,Massachusetts,01238,25
100909,Massachusetts,01257,25
63750,Massachusetts,01367,25
95037,Massachusetts,01430,25
94375,Massachusetts,01432,25
73169,Massachusetts,01436,25
104130,Massachusetts,01463,25
73246,Massachusetts,01468,25
99943,Massachusetts,01516,25
93385,Massachusetts,01523,25
136083,Massachusetts,01541,25
88750,Massachusetts,01560,25
62281,Massachusetts,01570,25
31384,Massachusetts,01608,25
85208,Massachusetts,01966,25
68860,Massachusetts,01970,25
149167,Massachusetts,01985,25
105254,Massachusetts,01754,25
127700,Massachusetts,01745,25
135340,Massachusetts,01746,25
91706,Massachusetts,01749,25
135909,Massachusetts,01827,25
128466,Massachusetts,01833,25
77484,Massachusetts,01844,25
108070,Massachusetts,01845,25
52827,Massachusetts,01850,25
80586,Massachusetts,01915,25
148854,Massachusetts,01944,25
80578,Massachusetts,02131,25
62614,Massachusetts,02134,25
69262,Massachusetts,02136,25
105065,Massachusetts,02138,25
121484,Massachusetts,02142,25
83208,Massachusetts,02145,25
84034,Massachusetts,02171,25
96693,Massachusetts,02341,25
75273,Massachusetts,02343,25
111587,Massachusetts,02451,25
117137,Massachusetts,02458,25
223917,Massachusetts,02481,25
133375,Massachusetts,02494,25
70068,Massachusetts,02532,25
72489,Massachusetts,02536,25
109707,Massachusetts,02537,25
107683,Massachusetts,02554,25
96645,Massachusetts,02556,25
91174,Massachusetts,02650,25
70694,Massachusetts,02659,25
61694,Massachusetts,02660,25
51790,Massachusetts,02720,25
81928,Massachusetts,02738,25
80221,Massachusetts,02743,25
80430,Massachusetts,02790,25
99381,Massachusetts,02351,25
170588,Massachusetts,02210,25
45856,Massachusetts,02215,25
106633,Massachusetts,02347,25
96104,Massachusetts,02364,25
195336,Massachusetts,02459,25
129309,Massachusetts,02478,25
168542,Massachusetts,02492,25
78603,Massachusetts,02540,25
99444,Massachusetts,02543,25
93306,Massachusetts,02563,25
68590,Massachusetts,02635,25
98182,Massachusetts,02644,25
73819,Massachusetts,02653,25
60432,Massachusetts,02664,25
100379,Massachusetts,02668,25
-666666666,Massachusetts,02669,25
-666666666,Massachusetts,02713,25
101216,Massachusetts,02715,25
85139,Massachusetts,02717,25
53596,Massachusetts,02111,25
86570,Massachusetts,02382,25
144917,Massachusetts,01886,25
61159,Massachusetts,01002,25
76500,Massachusetts,01011,25
65741,Massachusetts,01080,25
35339,Massachusetts,01109,25
43128,Massachusetts,01151,25
58646,Massachusetts,01222,25
71081,Massachusetts,01225,25
66771,Massachusetts,01337,25
96563,Massachusetts,01341,25
69375,Massachusetts,01346,25
81042,Massachusetts,01351,25
71484,Massachusetts,01366,25
78382,Massachusetts,01373,25
40913,Massachusetts,01376,25
59375,Massachusetts,01378,25
148409,Massachusetts,01772,25
53322,Massachusetts,01854,25
82946,Massachusetts,01515,25
72821,Massachusetts,01562,25
121458,Massachusetts,01564,25
128796,Massachusetts,01568,25
69071,Massachusetts,01571,25
104710,Massachusetts,01590,25
40390,Massachusetts,01605,25
65708,Massachusetts,01606,25
115395,Massachusetts,01719,25
76333,Massachusetts,01008,25
67321,Massachusetts,01012,25
43808,Massachusetts,01013,25
87727,Massachusetts,01029,25
38173,Massachusetts,01031,25
68750,Massachusetts,01032,25
73458,Massachusetts,01056,25
61798,Massachusetts,01060,25
63750,Massachusetts,01069,25
60000,Massachusetts,01070,25
73776,Massachusetts,01077,25
60323,Massachusetts,01083,25
108965,Massachusetts,01095,25
80192,Massachusetts,01098,25
58621,Massachusetts,01129,25
67625,Massachusetts,01237,25
51538,Massachusetts,01244,25
44721,Massachusetts,01247,25
85417,Massachusetts,01253,25
73906,Massachusetts,01266,25
70761,Massachusetts,01330,25
57987,Massachusetts,01331,25
62500,Massachusetts,01340,25
28750,Massachusetts,01350,25
119808,Massachusetts,01438,25
46224,Massachusetts,01902,25
82468,Massachusetts,01913,25
128083,Massachusetts,01922,25
72574,Massachusetts,01930,25
111209,Massachusetts,01701,25
64942,Massachusetts,01602,25
98140,Massachusetts,01611,25
83632,Massachusetts,02638,25
96062,Massachusetts,02035,25
90528,Massachusetts,02333,25
67526,Massachusetts,02666,25
126339,Massachusetts,02763,25
127981,Massachusetts,02339,25
122098,Massachusetts,02464,25
83625,Massachusetts,02633,25
74962,Massachusetts,02703,25
75286,Massachusetts,02631,25
61267,Massachusetts,02745,25
91191,Massachusetts,01007,25
60561,Massachusetts,01020,25
76000,Massachusetts,01030,25
87750,Massachusetts,01034,25
74364,Massachusetts,01035,25
60823,Massachusetts,01053,25
83008,Massachusetts,01057,25
56637,Massachusetts,01082,25
68042,Massachusetts,01085,25
54286,Massachusetts,01088,25
34937,Massachusetts,01104,25
121141,Massachusetts,01106,25
68915,Massachusetts,01226,25
71023,Massachusetts,01255,25
67500,Massachusetts,01258,25
50889,Massachusetts,01301,25
64813,Massachusetts,01339,25
62966,Massachusetts,01370,25
55625,Massachusetts,01375,25
91734,Massachusetts,01452,25
76875,Massachusetts,01464,25
90302,Massachusetts,01474,25
85432,Massachusetts,01501,25
99297,Massachusetts,01503,25
95375,Massachusetts,01504,25
67634,Massachusetts,01510,25
2499,Massachusetts,01003,25
80714,Massachusetts,01009,25
-666666666,Massachusetts,01063,25
-666666666,Massachusetts,01066,25
86414,Massachusetts,01074,25
31594,Massachusetts,01079,25
-666666666,Massachusetts,01086,25
91563,Massachusetts,01093,25
-666666666,Massachusetts,01094,25
-666666666,Massachusetts,01097,25
-666666666,Massachusetts,01199,25
77717,Massachusetts,01224,25
-666666666,Massachusetts,01229,25
49643,Massachusetts,01243,25
118508,Massachusetts,01260,25
85417,Massachusetts,01270,25
71625,Massachusetts,01343,25
53846,Massachusetts,01347,25
67917,Massachusetts,01354,25
92426,Massachusetts,01434,25
40947,Massachusetts,01525,25
-666666666,Massachusetts,01561,25
24446,Massachusetts,01901,25
-666666666,Massachusetts,01937,25
53053,Massachusetts,01089,25
68438,Massachusetts,01259,25
101111,Massachusetts,01507,25
112153,Massachusetts,01581,25
73290,Massachusetts,01960,25
115909,Massachusetts,01969,25
136863,Massachusetts,01983,25
94191,Massachusetts,01039,25
40769,Massachusetts,01040,25
70063,Massachusetts,01010,25
91646,Massachusetts,01036,25
53223,Massachusetts,01220,25
126081,Massachusetts,01824,25
129085,Massachusetts,01450,25
120469,Massachusetts,01612,25
62927,Massachusetts,01905,25
82179,Massachusetts,01521,25
64975,Massachusetts,01537,25
106250,Massachusetts,01542,25
51270,Massachusetts,01550,25
33695,Massachusetts,01610,25
170789,Massachusetts,01718,25
83243,Massachusetts,01757,25
191310,Massachusetts,01776,25
118721,Massachusetts,01803,25
151334,Massachusetts,01810,25
66961,Massachusetts,01832,25
84609,Massachusetts,01860,25
96514,Massachusetts,01862,25
169623,Massachusetts,01890,25
69250,Massachusetts,01081,25
63571,Massachusetts,01118,25
91964,Massachusetts,01469,25
86731,Massachusetts,01566,25
46488,Massachusetts,01022,25
157353,Massachusetts,01748,25
50090,Texas,77831,48
37348,Texas,77837,48
26075,Texas,77840,48
112361,Texas,77969,48
46350,Texas,77990,48
36335,Texas,77016,48
90422,Texas,77018,48
38183,Texas,77029,48
80503,Texas,77044,48
41300,Texas,77048,48
30646,Texas,77051,48
50827,Texas,77054,48
139163,Texas,77059,48
95564,Texas,77062,48
61930,Texas,77066,48
54819,Texas,77075,48
40298,Texas,77078,48
57167,Texas,77085,48
50682,Texas,77950,48
54721,Texas,77957,48
62569,Texas,77975,48
58877,Texas,77979,48
52794,Texas,77988,48
43060,Texas,77482,48
64846,Texas,77484,48
79231,Texas,77486,48
41804,Texas,77506,48
46063,Texas,77518,48
50461,Texas,77520,48
67824,Texas,77532,48
44563,Texas,77533,48
46039,Texas,77541,48
-666666666,Texas,77561,48
66282,Texas,77565,48
73889,Texas,77577,48
97181,Texas,77586,48
56809,Texas,77598,48
54876,Texas,77612,48
55652,Texas,77619,48
71369,Texas,77002,48
36098,Texas,77091,48
123274,Texas,77024,48
30952,Texas,77036,48
87891,Texas,77046,48
62994,Texas,77049,48
41980,Texas,77061,48
50931,Texas,77073,48
38346,Texas,77076,48
91375,Texas,77079,48
48547,Texas,77080,48
39800,Texas,77087,48
53929,Texas,75421,48
59587,Texas,75453,48
53468,Texas,75474,48
45556,Texas,75477,48
57125,Texas,75492,48
44415,Texas,75561,48
45486,Texas,75565,48
48750,Texas,75572,48
62132,Texas,75605,48
29891,Texas,75639,48
36208,Texas,75670,48
52599,Texas,75684,48
58155,Texas,75692,48
43056,Texas,75708,48
64250,Texas,75750,48
-666666666,Texas,75759,48
39028,Texas,75778,48
134636,Texas,75035,48
61692,Texas,75038,48
42922,Texas,75051,48
57907,Texas,75060,48
180727,Texas,75856,48
102524,Texas,75024,48
127931,Texas,75028,48
92224,Texas,75039,48
50395,Texas,75041,48
63331,Texas,75043,48
89252,Texas,75056,48
53267,Texas,75076,48
53929,Texas,75102,48
118929,Texas,75082,48
112930,Texas,75093,48
61083,Texas,75103,48
45827,Texas,75116,48
54877,Texas,75117,48
99729,Texas,75126,48
99428,Texas,79765,48
57817,Texas,79109,48
52885,Texas,79225,48
45026,Texas,79226,48
43633,Texas,79227,48
-666666666,Texas,79234,48
31680,Texas,79248,48
-666666666,Texas,79251,48
42738,Texas,79256,48
39688,Texas,79257,48
41458,Texas,79261,48
47688,Texas,79336,48
42757,Texas,79339,48
-666666666,Texas,79344,48
53750,Texas,79781,48
-666666666,Texas,79785,48
-666666666,Texas,79831,48
41163,Texas,79843,48
97071,Texas,79124,48
70000,Texas,79062,48
-666666666,Texas,79091,48
29417,Texas,79237,48
51094,Texas,79244,48
38478,Texas,79346,48
57500,Texas,79351,48
76250,Texas,79749,48
48125,Texas,79755,48
58257,Texas,79764,48
61023,Texas,79788,48
70833,Texas,79789,48
35607,Texas,79849,48
62454,Texas,79782,48
39890,Texas,79851,48
-666666666,Texas,79010,48
56064,Texas,79036,48
60556,Texas,79355,48
48975,Texas,79356,48
62857,Texas,79363,48
-666666666,Texas,79376,48
47585,Texas,79414,48
39536,Texas,77092,48
92225,Texas,77095,48
-666666666,Texas,77448,48
56696,Texas,77455,48
49886,Texas,77470,48
59910,Texas,77477,48
92327,Texas,77478,48
71121,Texas,77564,48
37345,Texas,75702,48
57000,Texas,75754,48
58551,Texas,75763,48
64462,Texas,75006,48
118740,Texas,75019,48
45941,Texas,75021,48
118505,Texas,75025,48
54596,Texas,75160,48
97104,Texas,75201,48
28269,Texas,75210,48
36212,Texas,75212,48
51569,Texas,75240,48
41786,Texas,75243,48
24803,Texas,75246,48
64246,Texas,75249,48
-666666666,Texas,75413,48
47045,Texas,75417,48
63107,Texas,75423,48
34790,Texas,75426,48
50909,Texas,75436,48
61000,Texas,75439,48
51395,Texas,75457,48
101429,Texas,75002,48
85946,Texas,75010,48
90193,Texas,75023,48
50549,Texas,75042,48
80603,Texas,75075,48
75673,Texas,75114,48
78580,Texas,75135,48
50390,Texas,75143,48
44219,Texas,75144,48
67460,Texas,75152,48
40806,Texas,75163,48
69827,Texas,75165,48
79150,Texas,75173,48
136118,Texas,75182,48
81529,Texas,75204,48
27288,Texas,75216,48
40475,Texas,75217,48
47111,Texas,75220,48
42663,Texas,75224,48
70593,Texas,75238,48
55332,Texas,75422,48
35407,Texas,75428,48
56042,Texas,75433,48
54140,Texas,75134,48
49115,Texas,75226,48
56250,Texas,75969,48
63927,Texas,75125,48
125990,Texas,75094,48
43890,Texas,75227,48
76765,Texas,75132,48
65291,Texas,75137,48
50648,Texas,75149,48
54440,Texas,75150,48
79766,Texas,75202,48
156636,Texas,75205,48
89719,Texas,75214,48
69028,Texas,75251,48
39271,Texas,75562,48
54194,Texas,75570,48
44725,Texas,75601,48
39960,Texas,75638,48
49707,Texas,75651,48
55050,Texas,75654,48
39959,Texas,75704,48
59375,Texas,75756,48
69628,Texas,75757,48
49306,Texas,75760,48
48306,Texas,75765,48
69199,Texas,75771,48
52254,Texas,75773,48
59250,Texas,75790,48
43292,Texas,75831,48
76537,Texas,77904,48
32820,Texas,77951,48
59056,Texas,77954,48
-666666666,Texas,77973,48
54479,Texas,77983,48
54425,Texas,77083,48
-666666666,Texas,77367,48
89489,Texas,77354,48
56250,Texas,77358,48
43316,Texas,77363,48
46064,Texas,77369,48
73457,Texas,77380,48
193950,Texas,77401,48
-666666666,Texas,77412,48
80889,Texas,77430,48
112468,Texas,77433,48
49250,Texas,77442,48
