B19013_001E,state,zipcode,state_code
70505,California,91304,06
80260,California,91324,06
63748,California,91335,06
74050,California,91342,06
66661,California,91343,06
131158,California,91105,06
77622,California,91016,06
165765,California,91108,06
49122,California,91204,06
61250,California,91303,06
69917,California,91306,06
63807,California,91331,06
111341,California,91604,06
-666666666,California,91608,06
68852,California,91702,06
100988,California,91024,06
82211,California,91106,06
102850,California,91107,06
95696,California,91355,06
53882,California,91401,06
59472,California,91406,06
90931,California,91423,06
47148,California,91502,06
84008,California,91602,06
65755,California,91706,06
81892,California,91710,06
101270,California,91711,06
50387,California,91906,06
103127,California,91913,06
64090,California,91942,06
-666666666,California,91948,06
109506,California,91962,06
76660,California,91978,06
101061,California,91001,06
96699,California,94951,06
64403,California,94806,06
105783,California,94903,06
105219,California,94930,06
93849,California,94954,06
37159,California,93932,06
145938,California,93953,06
78899,California,93003,06
77530,California,93023,06
92101,California,93103,06
149829,California,93108,06
67955,California,93601,06
-666666666,California,93603,06
-666666666,California,93928,06
62292,California,93245,06
84484,California,93449,06
35820,California,93628,06
39259,California,93652,06
63204,California,93033,06
77158,California,93036,06
-666666666,California,93042,06
-666666666,California,93043,06
-666666666,California,93064,06
-666666666,California,93220,06
31944,California,93258,06
111635,California,93314,06
-666666666,California,93410,06
-666666666,California,93519,06
-666666666,California,93524,06
-666666666,California,93558,06
-666666666,California,93592,06
120944,California,93619,06
-666666666,California,93633,06
83977,California,93636,06
82702,California,93723,06
121716,California,93730,06
-666666666,California,93943,06
38859,California,93235,06
26458,California,93283,06
79750,California,93426,06
46875,California,93545,06
108243,California,93623,06
92811,California,93611,06
66015,California,92114,06
51636,California,92115,06
97747,California,92120,06
79816,California,92122,06
66498,California,92154,06
42963,California,92220,06
37009,California,92233,06
28660,California,92274,06
52330,California,92308,06
77166,California,94063,06
70230,California,94535,06
104089,California,94561,06
53125,California,94567,06
82848,California,94585,06
153429,California,94588,06
127679,California,94592,06
55054,California,94607,06
129576,California,94611,06
71859,California,94709,06
85813,California,94805,06
177163,California,94021,06
223859,California,94022,06
162206,California,94123,06
106938,California,94521,06
114681,California,94587,06
114412,California,94060,06
161827,California,94025,06
118272,California,94963,06
127774,California,94085,06
156856,California,94158,06
101865,California,94503,06
130013,California,94505,06
101250,California,94516,06
143013,California,94528,06
104646,California,94531,06
114537,California,94534,06
104773,California,94548,06
118967,California,94551,06
-666666666,California,94573,06
-666666666,California,94575,06
175490,California,94582,06
111750,California,94597,06
-666666666,California,94613,06
-666666666,California,94720,06
-666666666,California,94850,06
250001,California,94957,06
71531,California,95010,06
117344,California,95046,06
66991,California,95076,06
95726,California,95117,06
115306,California,95118,06
78734,California,95122,06
63112,California,90010,06
65855,California,90024,06
87280,California,90025,06
41998,California,90029,06
44046,California,90201,06
48479,California,90031,06
89337,California,90035,06
48559,California,90063,06
95080,California,90212,06
109577,California,90245,06
106185,California,90277,06
129772,California,90290,06
51850,California,90302,06
93063,California,90503,06
78297,California,90605,06
74986,California,90606,06
105832,California,90703,06
104567,California,90732,06
68947,California,90740,06
82614,California,90742,06
21635,California,90021,06
44838,California,90059,06
52321,California,90280,06
116500,California,90743,06
95674,California,90405,06
60011,California,90706,06
45984,California,90018,06
56304,California,90250,06
76732,California,90601,06
136702,California,90254,06
63907,California,90710,06
-666666666,California,90073,06
-666666666,California,90079,06
-666666666,California,90089,06
-666666666,California,90090,06
155417,California,90094,06
-666666666,California,90095,06
-666666666,California,90506,06
-666666666,California,90747,06
75426,California,90755,06
-666666666,California,90831,06
138232,California,94043,06
160907,California,94087,06
119054,California,94089,06
63263,California,94108,06
116089,California,94116,06
121644,California,94118,06
122076,California,94122,06
143606,California,94306,06
93850,California,94401,06
89531,California,94508,06
85417,California,94515,06
95875,California,94518,06
107006,California,94530,06
121696,California,94536,06
80448,California,94541,06
97179,California,94546,06
117018,California,94547,06
162583,California,94552,06
71629,California,94565,06
161204,California,94566,06
78444,California,94577,06
53275,California,94590,06
69800,California,94599,06
124750,California,94074,06
151607,California,94131,06
152727,California,94526,06
-666666666,California,95226,06
74020,California,95236,06
62337,California,95251,06
103559,California,95254,06
68492,California,95320,06
55407,California,95329,06
73304,California,95357,06
60987,California,95358,06
62679,California,95360,06
82928,California,95368,06
54500,California,95369,06
57513,California,95370,06
82390,California,95376,06
60895,California,95386,06
41375,California,96059,06
66875,California,96069,06
56949,California,96130,06
-666666666,California,96136,06
57396,California,96150,06
49604,California,96064,06
92222,California,96073,06
40329,California,96087,06
64625,California,95410,06
53846,California,95429,06
65784,California,95446,06
49690,California,95453,06
56050,California,95469,06
-666666666,California,95471,06
41111,California,95310,06
79618,California,95252,06
40945,California,95311,06
48993,California,95333,06
52699,California,95338,06
-666666666,California,95345,06
50226,California,95354,06
-666666666,California,95364,06
58988,California,95379,06
47184,California,95388,06
75290,California,95401,06
63981,California,95407,06
60956,California,95417,06
79667,California,95426,06
35852,California,95427,06
37535,California,95428,06
44839,California,95432,06
50076,California,95437,06
27566,California,95443,06
60417,California,95463,06
53490,California,95468,06
56920,California,95488,06
57222,California,95511,06
34323,California,95546,06
42561,California,95556,06
35521,California,95563,06
47583,California,95569,06
45845,California,95660,06
106500,California,95663,06
-666666666,California,95007,06
168538,California,95014,06
177000,California,95033,06
49556,California,95039,06
66501,California,95112,06
99160,California,95126,06
150131,California,95134,06
14822,California,95202,06
81841,California,95209,06
54508,California,95222,06
84688,California,96092,06
92759,California,96114,06
46250,California,96124,06
62500,California,96140,06
69231,California,96141,06
71184,California,96142,06
51222,California,96143,06
98924,California,96161,06
-666666666,California,96015,06
40563,California,96024,06
42051,California,96028,06
53512,California,96003,06
35602,California,96025,06
48103,California,96055,06
43047,California,96033,06
39219,California,96034,06
74479,California,96040,06
41563,California,96058,06
-666666666,California,96068,06
43854,California,95466,06
49043,California,95490,06
58000,California,95551,06
41875,California,95562,06
-666666666,California,95587,06
29722,California,95601,06
82956,California,95620,06
121288,California,95132,06
148438,California,95135,06
112074,California,95136,06
95759,California,95212,06
96023,California,95227,06
-666666666,California,95305,06
63077,California,95312,06
52105,California,95313,06
53807,California,95317,06
81427,California,95404,06
46538,California,95415,06
85917,California,95420,06
58308,California,95445,06
53333,California,95449,06
-666666666,California,95974,06
95242,California,95005,06
122947,California,95008,06
105189,California,95018,06
102741,California,95020,06
58786,California,95041,06
134230,California,95051,06
54063,California,95064,06
104464,California,95065,06
95829,California,95110,06
73093,California,95111,06
155550,California,95124,06
118788,California,95125,06
126757,California,95131,06
86686,California,95133,06
46191,California,95215,06
56121,California,95223,06
-666666666,California,95224,06
63173,California,95303,06
44821,California,95318,06
53563,California,95321,06
54046,California,95327,06
55470,California,95340,06
48505,California,95348,06
32344,California,95571,06
50992,California,95240,06
84898,California,95366,06
71934,California,95367,06
48603,California,95374,06
72206,California,95382,06
-666666666,California,95439,06
64028,California,95444,06
71667,California,95323,06
65921,California,95465,06
103708,California,95672,06
64996,California,95834,06
67934,California,95460,06
-666666666,California,95494,06
55500,California,95232,06
51830,California,95245,06
39052,California,95249,06
86337,California,95023,06
132236,California,95035,06
79233,California,95062,06
72746,California,95713,06
147201,California,95746,06
85221,California,95758,06
108188,California,95765,06
34583,California,95815,06
84908,California,95818,06
42456,California,95821,06
57535,California,95822,06
21719,California,95585,06
55881,California,95615,06
80357,California,95692,06
132636,California,95742,06
55590,California,95961,06
106394,California,95121,06
46310,California,95461,06
30505,California,95542,06
37321,California,95543,06
58500,California,95547,06
72500,California,95549,06
51875,California,95554,06
54167,California,95558,06
42955,California,95565,06
45104,California,95568,06
51303,California,95605,06
93643,California,95618,06
82215,California,95665,06
87742,California,95677,06
77303,California,95691,06
61250,California,95625,06
79368,California,95831,06
48416,California,95838,06
-666666666,California,95910,06
-666666666,California,95930,06
34828,California,95947,06
31000,California,95968,06
-666666666,California,95978,06
71086,California,95982,06
-666666666,California,95984,06
45536,California,96009,06
64865,California,96027,06
45417,California,96035,06
54423,California,96038,06
47228,California,96044,06
47250,California,96065,06
47150,California,96067,06
-666666666,California,96071,06
41316,California,96080,06
-666666666,California,96085,06
51857,California,96094,06
49909,California,96107,06
53929,California,96118,06
43438,California,96126,06
75481,California,95626,06
75938,California,95627,06
76334,California,95632,06
176250,California,95651,06
41050,California,95653,06
86486,California,95655,06
95114,California,95448,06
138763,California,95148,06
93704,California,95073,06
139612,California,95139,06
54820,California,95322,06
80737,California,95372,06
58125,California,95421,06
135000,California,95442,06
81394,California,96037,06
-666666666,California,97635,06
56488,California,95635,06
41309,California,95351,06
-666666666,California,95013,06
-666666666,California,95053,06
77083,California,95075,06
43696,California,95645,06
45493,California,95458,06
-666666666,California,95553,06
61461,California,95610,06
72313,California,95361,06
37991,California,95457,06
-666666666,California,95545,06
55510,California,95616,06
-666666666,California,95211,06
-666666666,California,95234,06
-666666666,California,95248,06
98088,California,95304,06
-666666666,California,95314,06
31966,California,95319,06
40802,California,95341,06
-666666666,California,95375,06
111076,California,95377,06
138500,California,95391,06
-666666666,California,95435,06
70625,California,95467,06
-666666666,California,95486,06
78068,California,95604,06
33000,California,95652,06
-666666666,California,95679,06
-666666666,California,95680,06
-666666666,California,95697,06
26615,California,95698,06
-666666666,California,95699,06
-666666666,California,95724,06
105390,California,95757,06
32188,California,96132,06
34896,California,96134,06
76851,California,96146,06
45750,California,96086,06
44782,California,96097,06
44500,California,96101,06
59643,California,96120,06
55435,California,96122,06
66875,California,96123,06
65577,California,96128,06
42333,California,95527,06
62852,California,96008,06
33813,California,96014,06
95350,California,96016,06
45750,California,96017,06
61250,California,96020,06
22500,California,96031,06
55000,California,96056,06
36635,California,96057,06
59254,California,95811,06
-666666666,California,95915,06
152500,California,95054,06
83558,California,95219,06
193617,California,95070,06
135875,California,95113,06
65667,California,95116,06
50918,California,95206,06
49647,California,95207,06
85906,California,95220,06
49518,California,95988,06
80772,California,95631,06
92708,California,95638,06
67922,California,95640,06
96891,California,95658,06
61128,California,95666,06
44833,California,95681,06
33056,California,95686,06
57619,California,95690,06
100265,California,95693,06
64390,California,95695,06
79483,California,95709,06
75774,California,95726,06
-666666666,California,95728,06
72270,California,95816,06
93377,California,95829,06
63418,California,95833,06
102895,California,95835,06
105849,California,95864,06
-666666666,California,95914,06
22500,California,95923,06
24050,California,95934,06
93533,California,95936,06
71059,California,95949,06
49821,California,95963,06
73875,California,96145,06
46050,California,96021,06
44750,California,96074,06
90545,California,96121,06
42813,California,96112,06
-666666666,California,96049,06
-666666666,California,96111,06
-666666666,California,96129,06
30601,California,96135,06
-666666666,California,96155,06
66719,California,95355,06
59350,California,95450,06
-666666666,California,95589,06
61055,California,96002,06
49583,California,96019,06
31322,California,96023,06
36213,California,96039,06
53629,California,96048,06
24598,California,96050,06
54500,California,96051,06
55821,California,96001,06
36250,California,96010,06
25375,California,96011,06
40795,California,96029,06
32024,California,96041,06
-666666666,California,96046,06
-666666666,California,96061,06
16875,California,96075,06
31477,California,96084,06
47102,California,96013,06
55049,California,96022,06
48036,California,96032,06
45833,California,96047,06
43250,California,96052,06
41667,California,96054,06
28194,California,96076,06
67386,California,96103,06
41250,California,96104,06
70455,California,96106,06
56210,California,96109,06
49198,California,96113,06
111250,California,96125,06
-666666666,California,96133,06
49191,California,96137,06
50547,California,96091,06
51786,California,96096,06
-666666666,California,96105,06
-666666666,California,96119,06
73611,California,96148,06
50288,California,96006,06
49044,California,96007,06
60625,California,96062,06
48859,California,96063,06
51039,California,96088,06
40139,California,96090,06
46039,California,96093,06
77938,California,96108,06
59063,California,96110,06
-666666666,California,96115,06
52477,California,96116,06
39559,California,96117,06
57895,West Virginia,25245,54
27200,West Virginia,25268,54
38313,West Virginia,25286,54
58820,West Virginia,25303,54
40920,West Virginia,25311,54
70019,West Virginia,25419,54
57339,West Virginia,25434,54
122557,West Virginia,25446,54
19922,West Virginia,25106,54
49056,West Virginia,25501,54
36923,West Virginia,25507,54
46597,West Virginia,25515,54
60474,West Virginia,25520,54
62231,West Virginia,25535,54
63844,West Virginia,25564,54
47973,West Virginia,25601,54
42679,West Virginia,25606,54
47589,West Virginia,25608,54
32945,West Virginia,25617,54
34583,West Virginia,25621,54
31838,West Virginia,25628,54
17431,West Virginia,25632,54
20547,West Virginia,25644,54
35602,West Virginia,25671,54
55938,West Virginia,25817,54
36544,West Virginia,25818,54
-666666666,West Virginia,25836,54
-666666666,West Virginia,25843,54
30052,West Virginia,25666,54
28224,West Virginia,25650,54
63176,West Virginia,26541,54
-666666666,West Virginia,26576,54
16496,West Virginia,26627,54
51154,West Virginia,26629,54
58235,West Virginia,26676,54
-666666666,West Virginia,26680,54
-666666666,West Virginia,26714,54
47920,West Virginia,26726,54
52833,West Virginia,26731,54
51927,West Virginia,26753,54
41759,West Virginia,26757,54
34458,West Virginia,26804,54
-666666666,West Virginia,26823,54
38281,West Virginia,26855,54
50467,West Virginia,26003,54
35851,West Virginia,26031,54
55665,West Virginia,26150,54
-666666666,West Virginia,26152,54
49313,West Virginia,26159,54
44309,West Virginia,26180,54
64946,West Virginia,26184,54
-666666666,West Virginia,26217,54
70324,West Virginia,26224,54
-666666666,West Virginia,26259,54
50909,West Virginia,26269,54
53476,West Virginia,26278,54
39688,West Virginia,26294,54
-666666666,West Virginia,26327,54
45397,West Virginia,26034,54
54639,West Virginia,26037,54
50036,West Virginia,26062,54
45000,West Virginia,26143,54
37813,West Virginia,26149,54
43183,West Virginia,26201,54
-666666666,West Virginia,26266,54
51964,West Virginia,26267,54
40625,West Virginia,26292,54
42292,West Virginia,26320,54
52955,West Virginia,26347,54
69033,West Virginia,26385,54
64565,West Virginia,26411,54
39758,West Virginia,26419,54
48194,West Virginia,26430,54
39792,West Virginia,26440,54
41250,West Virginia,26447,54
47340,West Virginia,26519,54
51574,West Virginia,26554,54
49016,West Virginia,26570,54
75000,West Virginia,26587,54
34722,West Virginia,26611,54
53365,West Virginia,26623,54
42318,West Virginia,26624,54
78125,West Virginia,26443,54
55714,West Virginia,26562,54
48657,West Virginia,26621,54
48929,West Virginia,26833,54
66154,West Virginia,26169,54
99375,West Virginia,26291,54
85550,West Virginia,26408,54
47679,West Virginia,26705,54
43162,West Virginia,26707,54
65924,West Virginia,26719,54
38397,West Virginia,26801,54
74485,West Virginia,26808,54
39792,West Virginia,26814,54
44840,West Virginia,26836,54
-666666666,West Virginia,26852,54
57202,West Virginia,26374,54
45878,West Virginia,26537,54
59561,West Virginia,26710,54
52232,West Virginia,26716,54
40586,West Virginia,26717,54
54400,West Virginia,26743,54
34737,West Virginia,26750,54
78095,West Virginia,26560,54
60000,West Virginia,26335,54
30956,West Virginia,26254,54
34167,West Virginia,26563,54
64554,West Virginia,26591,54
38375,West Virginia,26178,54
39333,West Virginia,26425,54
62250,West Virginia,26559,54
19397,West Virginia,26631,54
52031,West Virginia,26030,54
50078,West Virginia,26170,54
-666666666,West Virginia,26268,54
25833,West Virginia,26321,54
-666666666,West Virginia,26412,54
35022,West Virginia,26234,54
39231,West Virginia,24712,54
-666666666,West Virginia,24733,54
41797,West Virginia,24818,54
53225,West Virginia,24822,54
16512,West Virginia,24844,54
35393,West Virginia,24851,54
82174,West Virginia,26330,54
37260,West Virginia,24981,54
-666666666,West Virginia,24962,54
51417,West Virginia,24963,54
37604,West Virginia,24976,54
-666666666,West Virginia,24888,54
36481,West Virginia,24977,54
53833,West Virginia,26161,54
26765,West Virginia,26348,54
-666666666,West Virginia,26349,54
45607,West Virginia,26354,54
47500,West Virginia,26384,54
37125,West Virginia,26405,54
-666666666,West Virginia,26438,54
58750,West Virginia,26448,54
47083,West Virginia,26585,54
68264,West Virginia,26662,54
46750,West Virginia,26678,54
138220,West Virginia,26036,54
34195,West Virginia,26101,54
40982,West Virginia,26138,54
-666666666,West Virginia,26148,54
42252,West Virginia,26164,54
68576,West Virginia,26181,54
42865,West Virginia,26205,54
43173,West Virginia,26208,54
56250,West Virginia,26209,54
-666666666,West Virginia,26228,54
29252,West Virginia,26261,54
45625,West Virginia,26337,54
-666666666,West Virginia,26339,54
44737,West Virginia,26342,54
29342,West Virginia,26376,54
26957,West Virginia,26377,54
-666666666,West Virginia,26404,54
53750,West Virginia,26075,54
45088,West Virginia,26104,54
55314,West Virginia,26105,54
61250,West Virginia,26146,54
60479,West Virginia,26039,54
37361,West Virginia,26033,54
49605,West Virginia,26035,54
66750,West Virginia,26038,54
46417,West Virginia,26047,54
23946,West Virginia,26050,54
64279,West Virginia,26059,54
43594,West Virginia,26134,54
31563,West Virginia,26151,54
46779,West Virginia,26160,54
72830,West Virginia,26187,54
46500,West Virginia,26222,54
-666666666,West Virginia,26236,54
35417,West Virginia,26237,54
32237,West Virginia,26238,54
42563,West Virginia,26241,54
44375,West Virginia,26273,54
51481,West Virginia,26283,54
40969,West Virginia,26288,54
-666666666,West Virginia,26298,54
-666666666,West Virginia,26361,54
37500,West Virginia,26362,54
54613,West Virginia,26372,54
53676,West Virginia,26415,54
46154,West Virginia,26574,54
46250,West Virginia,26581,54
37143,West Virginia,26586,54
56250,West Virginia,24724,54
-666666666,West Virginia,24731,54
30833,West Virginia,24736,54
-666666666,West Virginia,24813,54
13650,West Virginia,24862,54
-666666666,West Virginia,24898,54
47254,West Virginia,24946,54
-666666666,West Virginia,24957,54
35000,West Virginia,24715,54
22328,West Virginia,24726,54
-666666666,West Virginia,24846,54
-666666666,West Virginia,24849,54
19844,West Virginia,24850,54
-666666666,West Virginia,24854,54
28000,West Virginia,24882,54
-666666666,West Virginia,24887,54
27019,West Virginia,24924,54
45043,West Virginia,24935,54
39643,West Virginia,24941,54
45913,West Virginia,24951,54
38466,West Virginia,24974,54
31136,West Virginia,24983,54
37500,West Virginia,24934,54
30664,West Virginia,24945,54
32500,West Virginia,24966,54
68500,West Virginia,26590,54
-666666666,West Virginia,26656,54
49846,West Virginia,26711,54
35952,West Virginia,26767,54
-666666666,West Virginia,26810,54
39766,West Virginia,26040,54
43705,West Virginia,26041,54
65571,West Virginia,26060,54
48958,West Virginia,26070,54
40938,West Virginia,26074,54
58224,West Virginia,26422,54
47351,West Virginia,26431,54
42552,West Virginia,26436,54
54335,West Virginia,26501,54
39271,West Virginia,26505,54
28477,West Virginia,26534,54
55893,West Virginia,26547,54
20781,West Virginia,26575,54
39917,West Virginia,26582,54
37788,West Virginia,26610,54
-666666666,West Virginia,26615,54
-666666666,West Virginia,26617,54
54028,West Virginia,26691,54
49833,West Virginia,26763,54
58657,West Virginia,26812,54
42115,West Virginia,26815,54
63355,West Virginia,26845,54
44873,West Virginia,26301,54
-666666666,West Virginia,26369,54
50161,West Virginia,26386,54
57778,West Virginia,26410,54
36094,West Virginia,26421,54
50284,West Virginia,26444,54
60417,West Virginia,26451,54
44145,West Virginia,26456,54
70904,West Virginia,26508,54
51786,West Virginia,26542,54
-666666666,West Virginia,26543,54
-666666666,West Virginia,26568,54
45313,West Virginia,26571,54
-666666666,West Virginia,26572,54
62054,West Virginia,26761,54
43529,West Virginia,26764,54
-666666666,West Virginia,26817,54
49907,West Virginia,26865,54
45272,West Virginia,26636,54
16597,West Virginia,26638,54
48523,West Virginia,26660,54
-666666666,West Virginia,26720,54
34659,West Virginia,26755,54
37500,West Virginia,26802,54
38858,West Virginia,26847,54
60962,West Virginia,26055,54
60109,West Virginia,26133,54
59271,West Virginia,26137,54
54181,West Virginia,26142,54
45540,West Virginia,26147,54
47206,West Virginia,26175,54
30781,West Virginia,26202,54
51771,West Virginia,24991,54
39028,West Virginia,25514,54
-666666666,West Virginia,24737,54
47431,West Virginia,24811,54
19408,West Virginia,24817,54
36667,West Virginia,24823,54
50194,West Virginia,24839,54
-666666666,West Virginia,24867,54
46250,West Virginia,24871,54
24556,West Virginia,24872,54
35662,West Virginia,24881,54
42652,West Virginia,24884,54
26000,West Virginia,24892,54
25833,West Virginia,24894,54
49464,West Virginia,24944,54
27292,West Virginia,24729,54
72938,West Virginia,24738,54
24464,West Virginia,24826,54
-666666666,West Virginia,24834,54
-666666666,West Virginia,24847,54
27667,West Virginia,24878,54
-666666666,West Virginia,24714,54
-666666666,West Virginia,24716,54
30109,West Virginia,24747,54
30139,West Virginia,24808,54
60110,West Virginia,24816,54
-666666666,West Virginia,24853,54
28235,West Virginia,24879,54
2499,West Virginia,24861,54
41111,West Virginia,24870,54
49107,West Virginia,24873,54
36106,West Virginia,24701,54
38194,West Virginia,26218,54
27350,West Virginia,25979,54
26607,West Virginia,25009,54
24375,West Virginia,25028,54
25897,West Virginia,25035,54
-666666666,West Virginia,25036,54
56667,West Virginia,25162,54
82103,West Virginia,25414,54
24663,West Virginia,25565,54
42109,West Virginia,25840,54
-666666666,West Virginia,25989,54
73906,West Virginia,25082,54
63438,West Virginia,25061,54
22031,West Virginia,25062,54
-666666666,West Virginia,25093,54
-666666666,West Virginia,25112,54
55000,West Virginia,25142,54
32724,West Virginia,25156,54
-666666666,West Virginia,25180,54
-666666666,West Virginia,25185,54
-666666666,West Virginia,25201,54
-666666666,West Virginia,25203,54
-666666666,West Virginia,25305,54
75108,West Virginia,25403,54
58471,West Virginia,25404,54
71754,West Virginia,25405,54
39844,West Virginia,25432,54
34402,West Virginia,25690,54
-666666666,West Virginia,25810,54
-666666666,West Virginia,25811,54
45074,West Virginia,25264,54
50509,West Virginia,25309,54
41719,West Virginia,25044,54
39095,West Virginia,25873,54
-666666666,West Virginia,25876,54
37917,West Virginia,25906,54
-666666666,West Virginia,25911,54
32353,West Virginia,25115,54
72567,West Virginia,25430,54
50250,West Virginia,25854,54
41641,West Virginia,25969,54
49853,West Virginia,25868,54
28306,West Virginia,25871,54
46010,West Virginia,25913,54
30776,West Virginia,25917,54
53092,West Virginia,25922,54
-666666666,West Virginia,25857,54
-666666666,West Virginia,25862,54
-666666666,West Virginia,25005,54
69528,West Virginia,25844,54
31490,West Virginia,25823,54
50758,West Virginia,25827,54
54423,West Virginia,25831,54
35667,West Virginia,25915,54
53482,West Virginia,25918,54
55313,West Virginia,25938,54
45000,West Virginia,25978,54
49650,West Virginia,25202,54
71632,West Virginia,25213,54
-666666666,West Virginia,26263,54
49239,West Virginia,26264,54
34397,West Virginia,26280,54
30625,West Virginia,26282,54
47956,West Virginia,26287,54
63333,West Virginia,26521,54
53799,West Virginia,26588,54
44299,West Virginia,26155,54
30605,West Virginia,26167,54
46094,West Virginia,26253,54
51417,West Virginia,26260,54
41500,West Virginia,26271,54
29167,West Virginia,26275,54
64722,West Virginia,26276,54
45625,West Virginia,26323,54
45114,West Virginia,26884,54
-666666666,West Virginia,26343,54
35347,West Virginia,26351,54
-666666666,West Virginia,26366,54
42069,West Virginia,26424,54
34950,West Virginia,26437,54
59083,West Virginia,26851,54
-666666666,West Virginia,26296,54
-666666666,West Virginia,26203,54
29432,West Virginia,26206,54
-666666666,West Virginia,26215,54
-666666666,West Virginia,26230,54
37425,West Virginia,26250,54
48333,West Virginia,26257,54
28750,West Virginia,26270,54
35160,West Virginia,26285,54
63438,West Virginia,26293,54
-666666666,West Virginia,26325,54
55357,West Virginia,26338,54
44479,West Virginia,26346,54
45335,West Virginia,26378,54
35776,West Virginia,26416,54
46121,West Virginia,26426,54
24750,West Virginia,26435,54
36274,West Virginia,26452,54
72778,West Virginia,26520,54
56895,West Virginia,26525,54
40625,West Virginia,26866,54
55417,West Virginia,26032,54
76726,West Virginia,26056,54
45625,West Virginia,26136,54
36406,West Virginia,26141,54
43467,West Virginia,26601,54
25156,West Virginia,26619,54
40180,West Virginia,26651,54
41596,West Virginia,26679,54
38924,West Virginia,26681,54
-666666666,West Virginia,26684,54
26369,West Virginia,26690,54
51531,West Virginia,26704,54
42054,West Virginia,26722,54
51167,West Virginia,26739,54
45891,West Virginia,26807,54
-666666666,West Virginia,24719,54
27656,West Virginia,24866,54
-666666666,West Virginia,24869,54
39607,West Virginia,24901,54
38728,West Virginia,24986,54
53325,West Virginia,24918,54
27125,West Virginia,24925,54
33958,West Virginia,24931,54
36094,West Virginia,24910,54
38214,West Virginia,24915,54
21635,West Virginia,24927,54
17402,West Virginia,25235,54
27188,West Virginia,24815,54
60737,West Virginia,24827,54
26429,West Virginia,24828,54
-666666666,West Virginia,24830,54
40192,West Virginia,24836,54
28750,West Virginia,24848,54
55990,West Virginia,24874,54
-666666666,West Virginia,24880,54
66484,West Virginia,24938,54
43850,West Virginia,24970,54
25714,West Virginia,24984,54
-666666666,West Virginia,24831,54
43586,West Virginia,24740,54
31293,West Virginia,24801,54
-666666666,West Virginia,24845,54
36250,West Virginia,24857,54
29653,West Virginia,24860,54
25673,West Virginia,24868,54
20278,West Virginia,24920,54
40255,West Virginia,24954,54
44239,West Virginia,26818,54
45789,West Virginia,25559,54
-666666666,West Virginia,25611,54
-666666666,West Virginia,25624,54
48333,West Virginia,25625,54
33169,West Virginia,25634,54
28616,West Virginia,25674,54
38750,West Virginia,25676,54
28721,West Virginia,25702,54
82027,West Virginia,25832,54
42589,West Virginia,25845,54
22474,West Virginia,25846,54
40055,West Virginia,25704,54
-666666666,West Virginia,25826,54
36030,West Virginia,25849,54
-666666666,West Virginia,25864,54
-666666666,West Virginia,25904,54
32292,West Virginia,25958,54
45417,West Virginia,25882,54
-666666666,West Virginia,25907,54
-666666666,West Virginia,25920,54
34922,West Virginia,25951,54
36266,West Virginia,25962,54
36968,West Virginia,25045,54
33798,West Virginia,25063,54
55075,West Virginia,25081,54
48438,West Virginia,25083,54
40074,West Virginia,25984,54
47969,West Virginia,25985,54
35556,West Virginia,25021,54
36042,West Virginia,25043,54
-666666666,West Virginia,25048,54
45903,West Virginia,25053,54
37622,West Virginia,25075,54
-666666666,West Virginia,25076,54
45593,West Virginia,25085,54
-666666666,West Virginia,25090,54
33269,West Virginia,25102,54
44779,West Virginia,25103,54
-666666666,West Virginia,25126,54
40676,West Virginia,25130,54
-666666666,West Virginia,25141,54
36648,West Virginia,25164,54
83611,West Virginia,25165,54
45602,West Virginia,25169,54
67614,West Virginia,25174,54
46601,West Virginia,25177,54
47875,West Virginia,25193,54
-666666666,West Virginia,25025,54
-666666666,West Virginia,25054,54
-666666666,West Virginia,25214,54
76290,West Virginia,25241,54
47228,West Virginia,25306,54
36138,West Virginia,25422,54
68263,West Virginia,25427,54
-666666666,West Virginia,25437,54
29673,West Virginia,25512,54
49375,West Virginia,25521,54
62930,West Virginia,25526,54
70809,West Virginia,25545,54
32000,West Virginia,25637,54
59205,West Virginia,25638,54
35536,West Virginia,25647,54
19643,West Virginia,25651,54
27313,West Virginia,25678,54
41250,West Virginia,25119,54
29271,West Virginia,25121,54
-666666666,West Virginia,25132,54
24133,West Virginia,25133,54
29744,West Virginia,25243,54
71607,West Virginia,25252,54
47404,West Virginia,25259,54
38226,West Virginia,25265,54
47261,West Virginia,25285,54
30370,West Virginia,25287,54
61250,West Virginia,25059,54
33726,West Virginia,25060,54
42039,West Virginia,25123,54
73913,West Virginia,25932,54
51652,West Virginia,25848,54
-666666666,West Virginia,25653,54
35625,West Virginia,25654,54
25820,West Virginia,25669,54
54776,West Virginia,25688,54
36549,West Virginia,25701,54
40063,West Virginia,25813,54
53750,West Virginia,25837,54
47138,West Virginia,25033,54
46744,West Virginia,25039,54
-666666666,West Virginia,25051,54
-666666666,West Virginia,25002,54
-666666666,West Virginia,25022,54
49583,West Virginia,25030,54
44602,West Virginia,25057,54
44866,West Virginia,25067,54
-666666666,West Virginia,25108,54
-666666666,West Virginia,25109,54
22930,West Virginia,25110,54
43183,West Virginia,25143,54
-666666666,West Virginia,25183,54
63824,West Virginia,25206,54
-666666666,West Virginia,25261,54
42188,West Virginia,25262,54
53438,West Virginia,25266,54
55833,West Virginia,25270,54
42515,West Virginia,25271,54
40156,West Virginia,25302,54
39239,West Virginia,25312,54
38700,West Virginia,25315,54
37241,West Virginia,25320,54
52472,West Virginia,25411,54
59286,West Virginia,25413,54
